,order_id,order_date,order_time,order_quantity,product_name,customer_country,shipment_date,shipment_mode,gross_sales,discount_percent,profit
54,33331,2022-01-30,0:08,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2022-02-02,Second Class,400,0.13,200
55,41283,2022-07-08,21:38,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2022-07-10,First Class,400,0.1,200
56,41521,2022-07-29,11:16,1,Field & Stream Sportsman 16 Gun Fire Safe,Madagascar,2022-07-31,Second Class,400,0.18,200
57,47001,2022-10-17,17:49,1,Field & Stream Sportsman 16 Gun Fire Safe,Iran,2022-10-20,First Class,400,0.25,200
58,47001,2022-11-06,9:23,1,Field & Stream Sportsman 16 Gun Fire Safe,Iran,2022-11-10,First Class,400,0.2,200
59,51806,2022-12-24,9:40,1,Field & Stream Sportsman 16 Gun Fire Safe,Cuba,2022-12-26,Second Class,400,0.18,200
60,53548,2023-01-28,14:00,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2023-01-30,First Class,400,0.06,200
61,59506,2023-06-11,1:12,1,Field & Stream Sportsman 16 Gun Fire Safe,Nicaragua,2023-06-17,Second Class,400,0.01,200
62,61886,2023-07-30,14:58,1,Field & Stream Sportsman 16 Gun Fire Safe,United Kingdom,2023-08-01,Second Class,400,0.16,200
63,4135,2021-01-30,5:02,1,Field & Stream Sportsman 16 Gun Fire Safe,Nicaragua,2021-02-02,Second Class,400,0.07,200
64,4991,2021-02-07,0:28,1,Field & Stream Sportsman 16 Gun Fire Safe,Brazil,2021-02-10,First Class,400,0.16,200
65,6393,2021-02-10,2:23,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2021-02-14,First Class,400,0.09,200
66,6393,2021-02-13,23:35,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2021-02-18,First Class,400,0.1,200
67,19948,2021-04-12,9:50,1,Field & Stream Sportsman 16 Gun Fire Safe,Germany,2021-04-16,Same Day,400,0.07,200
68,23221,2021-04-22,14:44,1,Field & Stream Sportsman 16 Gun Fire Safe,Afghanistan,2021-04-23,Second Class,400,0.03,200
69,23295,2021-04-25,4:44,1,Field & Stream Sportsman 16 Gun Fire Safe,Singapore,2021-04-30,Same Day,400,0.0,200
70,31296,2021-06-08,2:55,1,Field & Stream Sportsman 16 Gun Fire Safe,Indonesia,2021-06-12,Second Class,400,0.06,200
71,31296,2021-06-12,8:52,1,Field & Stream Sportsman 16 Gun Fire Safe,Indonesia,2021-06-17,Second Class,400,0.05,200
72,47568,2021-10-22,12:33,1,Field & Stream Sportsman 16 Gun Fire Safe,Morocco,2021-10-25,First Class,400,0.05,200
73,53321,2021-11-27,16:00,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2021-11-29,Second Class,400,0.07,200
74,53321,2021-12-05,23:00,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2021-12-07,Second Class,400,0.06,200
75,57561,2022-01-15,20:18,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2022-01-18,First Class,400,0.07,200
76,63003,2022-02-19,12:23,1,Field & Stream Sportsman 16 Gun Fire Safe,United Kingdom,2022-02-22,Second Class,400,0.1,200
77,63003,2022-02-20,8:42,1,Field & Stream Sportsman 16 Gun Fire Safe,United Kingdom,2022-02-26,Second Class,400,0.09,200
78,65931,2022-03-10,5:41,1,Field & Stream Sportsman 16 Gun Fire Safe,Spain,2022-03-12,First Class,400,0.09,200
79,67613,2022-03-22,10:35,1,Field & Stream Sportsman 16 Gun Fire Safe,United Kingdom,2022-03-27,Second Class,400,0.03,200
80,853,2022-03-25,19:31,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2022-03-31,Standard Class,400,0.16,200
81,1391,2022-04-01,18:37,1,Field & Stream Sportsman 16 Gun Fire Safe,Nicaragua,2022-04-04,Standard Class,400,0.15,200
82,11341,2022-07-11,11:18,1,Field & Stream Sportsman 16 Gun Fire Safe,Netherlands,2022-07-17,Standard Class,400,0.01,200
83,15306,2022-08-09,17:44,1,Field & Stream Sportsman 16 Gun Fire Safe,Germany,2022-08-15,Standard Class,400,0.18,200
84,27553,2022-10-15,22:23,1,Field & Stream Sportsman 16 Gun Fire Safe,India,2022-10-19,Standard Class,400,0.13,200
85,37086,2022-12-24,15:58,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2022-12-30,Standard Class,400,0.01,200
86,41573,2023-02-17,8:22,1,Field & Stream Sportsman 16 Gun Fire Safe,Niger,2023-02-19,Standard Class,400,0.04,200
87,45095,2023-03-28,13:02,1,Field & Stream Sportsman 16 Gun Fire Safe,Turkey,2023-03-30,Standard Class,400,0.06,200
88,47615,2023-04-01,15:50,1,Field & Stream Sportsman 16 Gun Fire Safe,South Africa,2023-04-05,Standard Class,400,0.12,200
89,49575,2023-04-12,8:59,1,Field & Stream Sportsman 16 Gun Fire Safe,Iraq,2023-04-15,Standard Class,400,0.01,200
90,49575,2023-04-12,13:12,1,Field & Stream Sportsman 16 Gun Fire Safe,Iraq,2023-04-17,Standard Class,400,0.0,200
91,55551,2023-06-13,15:12,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2023-06-15,Standard Class,400,0.06,200
92,57891,2023-08-13,23:21,1,Field & Stream Sportsman 16 Gun Fire Safe,Honduras,2023-08-18,Standard Class,400,0.0,200
93,65801,2023-09-11,12:59,1,Field & Stream Sportsman 16 Gun Fire Safe,Germany,2023-09-13,Standard Class,400,0.1,200
94,13965,2021-04-23,15:15,1,Field & Stream Sportsman 16 Gun Fire Safe,Italy,2021-04-25,Second Class,400,0.18,200
95,31085,2021-09-12,0:20,1,Field & Stream Sportsman 16 Gun Fire Safe,Australia,2021-09-14,Same Day,400,0.15,200
96,31085,2021-09-17,16:37,1,Field & Stream Sportsman 16 Gun Fire Safe,Australia,2021-09-19,Same Day,400,0.13,200
97,33398,2021-10-03,5:44,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2021-10-05,Second Class,400,0.12,200
98,35505,2021-12-16,17:33,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2021-12-21,Second Class,400,0.2,200
99,39648,2022-01-15,17:30,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2022-01-17,Second Class,400,0.05,200
100,43918,2022-02-18,17:48,1,Field & Stream Sportsman 16 Gun Fire Safe,Cote d�Ivoire,2022-02-20,Same Day,400,0.16,200
101,53513,2022-05-08,0:11,1,Field & Stream Sportsman 16 Gun Fire Safe,Dominican�Republic,2022-05-10,Same Day,400,0.13,200
102,61078,2022-06-02,6:37,1,Field & Stream Sportsman 16 Gun Fire Safe,Venezuela,2022-06-08,Second Class,400,0.0,200
103,63918,2022-10-18,18:42,1,Field & Stream Sportsman 16 Gun Fire Safe,France,2022-10-20,Second Class,400,0.13,200
104,67608,2022-11-21,0:05,1,Field & Stream Sportsman 16 Gun Fire Safe,Italy,2022-11-26,Same Day,400,0.05,200
105,856,2022-11-28,13:33,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2022-11-30,Second Class,400,0.15,200
106,2531,2022-12-07,11:58,1,Field & Stream Sportsman 16 Gun Fire Safe,Nicaragua,2022-12-09,Second Class,400,0.18,200
107,7935,2023-03-12,1:09,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2023-03-14,First Class,400,0.1,200
108,8305,2023-03-20,6:45,1,Field & Stream Sportsman 16 Gun Fire Safe,Honduras,2023-03-26,First Class,400,0.13,200
109,8305,2023-04-09,7:25,1,Field & Stream Sportsman 16 Gun Fire Safe,Honduras,2023-04-11,First Class,400,0.12,200
110,8986,2023-04-16,2:20,1,Field & Stream Sportsman 16 Gun Fire Safe,Guatemala,2023-04-18,Second Class,400,0.2,200
111,13321,2023-05-25,9:48,1,Field & Stream Sportsman 16 Gun Fire Safe,United Kingdom,2023-05-27,First Class,400,0.18,200
112,19331,2023-08-02,17:14,1,Field & Stream Sportsman 16 Gun Fire Safe,Germany,2023-08-03,Second Class,400,0.07,200
113,27306,2021-08-20,22:37,1,Field & Stream Sportsman 16 Gun Fire Safe,Pakistan,2021-08-26,First Class,400,0.04,200
114,27535,2021-08-23,9:49,1,Field & Stream Sportsman 16 Gun Fire Safe,China,2021-08-28,First Class,400,0.03,200
115,31318,2021-10-29,12:43,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2021-11-01,First Class,400,0.25,200
116,31501,2021-11-11,17:46,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2021-11-14,Second Class,400,0.0,200
117,35038,2022-04-22,16:19,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2022-04-27,First Class,400,0.04,200
118,35038,2022-05-02,12:27,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2022-05-06,First Class,400,0.03,200
119,39383,2022-05-22,13:28,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2022-05-24,First Class,400,0.17,200
120,39826,2022-05-22,13:28,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2022-05-24,First Class,400,0.0,200
121,49358,2022-10-03,2:04,1,Field & Stream Sportsman 16 Gun Fire Safe,Croatia,2022-10-03,First Class,400,0.09,200
122,55345,2023-02-20,3:38,1,Field & Stream Sportsman 16 Gun Fire Safe,Brazil,2023-02-20,First Class,400,0.2,200
123,5986,2021-01-01,21:22,1,Field & Stream Sportsman 16 Gun Fire Safe,Ecuador,2021-01-04,Standard Class,400,0.09,200
124,5986,2021-01-01,21:22,1,Field & Stream Sportsman 16 Gun Fire Safe,Ecuador,2021-01-04,Standard Class,400,0.1,200
125,6181,2021-01-04,0:52,1,Field & Stream Sportsman 16 Gun Fire Safe,Ecuador,2021-01-09,Standard Class,400,0.18,200
126,8926,2021-01-29,17:07,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2021-02-02,Standard Class,400,0.2,200
127,13831,2021-03-02,23:23,1,Field & Stream Sportsman 16 Gun Fire Safe,Sweden,2021-03-06,Standard Class,400,0.01,200
128,25568,2021-03-29,8:48,1,Field & Stream Sportsman 16 Gun Fire Safe,Australia,2021-03-31,Standard Class,400,0.0,200
129,33971,2021-04-01,13:11,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2021-04-06,Standard Class,400,0.13,200
130,45245,2021-05-02,18:55,1,Field & Stream Sportsman 16 Gun Fire Safe,Syria,2021-05-07,Standard Class,400,0.04,200
131,61383,2021-05-13,1:55,1,Field & Stream Sportsman 16 Gun Fire Safe,Brazil,2021-05-18,Standard Class,400,0.05,200
132,1968,2021-06-07,2:03,1,Field & Stream Sportsman 16 Gun Fire Safe,Haiti,2021-06-10,Standard Class,400,0.18,200
133,3136,2021-06-07,2:03,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2021-06-10,Standard Class,400,0.02,200
134,8158,2021-07-17,0:36,1,Field & Stream Sportsman 16 Gun Fire Safe,Mexico,2021-07-21,Standard Class,400,0.2,200
135,25298,2021-09-03,17:20,1,Field & Stream Sportsman 16 Gun Fire Safe,China,2021-09-08,Standard Class,400,0.06,200
136,25991,2021-09-09,3:40,1,Field & Stream Sportsman 16 Gun Fire Safe,Bangladesh,2021-09-11,Standard Class,400,0.01,200
137,37063,2021-11-30,17:13,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2021-12-03,Standard Class,400,0.04,200
138,41628,2021-12-26,22:47,1,Field & Stream Sportsman 16 Gun Fire Safe,Turkey,2021-12-31,Standard Class,400,0.12,200
139,55931,2022-02-20,20:36,1,Field & Stream Sportsman 16 Gun Fire Safe,Panama,2022-02-25,Standard Class,400,0.18,200
140,63386,2022-04-13,6:42,1,Field & Stream Sportsman 16 Gun Fire Safe,Netherlands,2022-04-19,Standard Class,400,0.15,200
141,63386,2022-04-28,16:18,1,Field & Stream Sportsman 16 Gun Fire Safe,Netherlands,2022-05-04,Standard Class,400,0.13,200
142,63926,2022-05-07,5:16,1,Field & Stream Sportsman 16 Gun Fire Safe,Spain,2022-05-13,Standard Class,400,0.09,200
143,67036,2022-05-14,16:59,1,Field & Stream Sportsman 16 Gun Fire Safe,Germany,2022-05-18,Standard Class,400,0.18,200
144,6986,2022-06-21,8:10,1,Field & Stream Sportsman 16 Gun Fire Safe,Argentina,2022-06-23,Standard Class,400,0.05,200
145,17206,2022-09-14,7:53,1,Field & Stream Sportsman 16 Gun Fire Safe,United Kingdom,2022-09-18,Standard Class,400,0.18,200
146,17206,2022-09-14,19:27,1,Field & Stream Sportsman 16 Gun Fire Safe,United Kingdom,2022-09-16,Standard Class,400,0.17,200
147,19238,2022-09-19,16:06,1,Field & Stream Sportsman 16 Gun Fire Safe,United Kingdom,2022-09-24,Standard Class,400,0.0,200
148,35911,2023-01-26,6:39,1,Field & Stream Sportsman 16 Gun Fire Safe,USA,2023-01-31,Standard Class,400,0.13,200
149,43256,2023-03-27,10:46,1,Field & Stream Sportsman 16 Gun Fire Safe,Romania,2023-03-29,Standard Class,400,0.01,200
150,45643,2023-04-14,18:06,1,Field & Stream Sportsman 16 Gun Fire Safe,Iran,2023-04-20,Standard Class,400,0.13,200
151,47265,2023-05-15,23:29,1,Field & Stream Sportsman 16 Gun Fire Safe,South Africa,2023-05-20,Standard Class,400,0.03,200
152,49338,2023-06-13,22:34,1,Field & Stream Sportsman 16 Gun Fire Safe,Turkey,2023-06-17,Standard Class,400,0.16,200
153,57346,2023-07-22,3:46,1,Field & Stream Sportsman 16 Gun Fire Safe,Panama,2023-07-24,Standard Class,400,0.12,200
154,61308,2023-08-01,3:45,1,Field & Stream Sportsman 16 Gun Fire Safe,Brazil,2023-08-03,Standard Class,400,0.16,200
155,61566,2023-08-01,21:58,1,Field & Stream Sportsman 16 Gun Fire Safe,Brazil,2023-08-05,Standard Class,400,0.01,200
156,63823,2023-08-28,19:18,1,Field & Stream Sportsman 16 Gun Fire Safe,Spain,2023-09-03,Standard Class,400,0.16,200
157,973,2021-01-07,22:45,1,Pelican Sunstream 100 Kayak,Cuba,2021-01-10,Standard Class,200,0.16,100
158,1563,2021-01-07,22:45,1,Pelican Sunstream 100 Kayak,Dominican�Republic,2021-01-10,Standard Class,200,0.16,100
159,6505,2021-04-09,7:34,1,Pelican Sunstream 100 Kayak,Dominican�Republic,2021-04-11,Standard Class,200,0.18,100
160,6995,2021-04-12,11:56,1,Pelican Sunstream 100 Kayak,El Salvador,2021-04-17,Standard Class,200,0.06,100
161,6995,2021-04-21,8:36,1,Pelican Sunstream 100 Kayak,El Salvador,2021-04-23,Standard Class,200,0.07,100
162,7958,2021-06-21,3:47,1,Pelican Sunstream 100 Kayak,Honduras,2021-06-23,Standard Class,200,0.2,100
163,11346,2021-08-27,11:34,1,Pelican Sunstream 100 Kayak,Italy,2021-08-31,Standard Class,200,0.05,100
164,11346,2021-09-14,14:21,1,Pelican Sunstream 100 Kayak,Italy,2021-09-19,Standard Class,200,0.06,100
165,11648,2021-09-25,16:58,1,Pelican Sunstream 100 Kayak,United Kingdom,2021-10-01,Standard Class,200,0.15,100
166,13501,2021-11-28,4:16,1,Pelican Sunstream 100 Kayak,France,2021-12-02,Standard Class,200,0.2,100
167,13501,2021-11-30,17:13,1,Pelican Sunstream 100 Kayak,France,2021-12-03,Standard Class,200,0.25,100
168,13835,2022-01-05,6:39,1,Pelican Sunstream 100 Kayak,Italy,2022-01-09,Standard Class,200,0.07,100
169,15233,2022-02-27,6:03,1,Pelican Sunstream 100 Kayak,Spain,2022-03-01,Standard Class,200,0.06,100
170,21011,2022-09-07,18:14,1,Pelican Sunstream 100 Kayak,India,2022-09-11,Standard Class,200,0.18,100
171,25563,2023-01-29,9:16,1,Pelican Sunstream 100 Kayak,Australia,2023-02-01,Standard Class,200,0.16,100
172,25845,2023-02-02,11:43,1,Pelican Sunstream 100 Kayak,Vietnam,2023-02-06,Standard Class,200,0.25,100
173,27596,2023-02-15,11:10,1,Pelican Sunstream 100 Kayak,Indonesia,2023-02-18,Standard Class,200,0.13,100
174,29003,2023-05-22,6:29,1,Pelican Sunstream 100 Kayak,Japan,2023-05-28,Standard Class,200,0.09,100
175,31873,2023-06-02,8:02,1,Pelican Sunstream 100 Kayak,USA,2023-06-06,Standard Class,200,0.01,100
176,41226,2023-09-22,23:39,1,Pelican Sunstream 100 Kayak,USA,2023-09-28,Standard Class,200,0.25,100
177,43368,2021-01-23,19:14,1,Pelican Sunstream 100 Kayak,Democratic Republic of Congo,2021-01-27,Standard Class,200,0.1,100
178,45536,2021-03-31,4:57,1,Pelican Sunstream 100 Kayak,Turkey,2021-04-03,Standard Class,200,0.1,100
179,47541,2021-04-04,20:21,1,Pelican Sunstream 100 Kayak,Turkey,2021-04-10,Standard Class,200,0.06,100
180,47541,2021-04-04,20:21,1,Pelican Sunstream 100 Kayak,Turkey,2021-04-10,Standard Class,200,0.07,100
181,49385,2021-05-07,5:25,1,Pelican Sunstream 100 Kayak,Nigeria,2021-05-11,Standard Class,200,0.05,100
182,51053,2021-06-20,0:27,1,Pelican Sunstream 100 Kayak,Belarus,2021-06-24,Standard Class,200,0.12,100
183,51053,2021-06-23,3:26,1,Pelican Sunstream 100 Kayak,Belarus,2021-06-26,Standard Class,200,0.1,100
184,51095,2021-07-02,0:05,1,Pelican Sunstream 100 Kayak,Nigeria,2021-07-07,Standard Class,200,0.25,100
185,51603,2021-07-07,10:04,1,Pelican Sunstream 100 Kayak,Panama,2021-07-13,Standard Class,200,0.13,100
186,61566,2021-08-26,21:33,1,Pelican Sunstream 100 Kayak,Brazil,2021-08-30,Standard Class,200,0.05,100
187,65331,2021-10-05,11:20,1,Pelican Sunstream 100 Kayak,United Kingdom,2021-10-10,Standard Class,200,0.12,100
188,4701,2022-02-07,19:45,1,Pelican Sunstream 100 Kayak,El Salvador,2022-02-09,Standard Class,200,0.02,100
189,6736,2022-02-14,9:24,1,Pelican Sunstream 100 Kayak,Guatemala,2022-02-16,Standard Class,200,0.1,100
190,7561,2022-02-20,20:36,1,Pelican Sunstream 100 Kayak,Cuba,2022-02-25,Standard Class,200,0.09,100
191,25298,2022-09-25,1:23,1,Pelican Sunstream 100 Kayak,China,2022-09-29,Standard Class,200,0.18,100
192,33338,2022-12-08,6:11,1,Pelican Sunstream 100 Kayak,USA,2022-12-10,Standard Class,200,0.17,100
193,35566,2022-12-13,14:46,1,Pelican Sunstream 100 Kayak,USA,2022-12-17,Standard Class,200,0.02,100
194,43376,2023-01-15,5:47,1,Pelican Sunstream 100 Kayak,Uzbekistan,2023-01-19,Standard Class,200,0.09,100
195,47533,2023-02-04,2:15,1,Pelican Sunstream 100 Kayak,Egypt,2023-02-08,Standard Class,200,0.1,100
196,49038,2023-02-19,10:49,1,Pelican Sunstream 100 Kayak,Nigeria,2023-02-25,Standard Class,200,0.17,100
197,61383,2023-05-15,23:29,1,Pelican Sunstream 100 Kayak,Brazil,2023-05-20,Standard Class,200,0.0,100
198,65586,2023-09-04,4:03,1,Pelican Sunstream 100 Kayak,France,2023-09-06,Standard Class,200,0.0,100
199,67878,2023-09-23,20:40,1,Pelican Sunstream 100 Kayak,France,2023-09-29,Standard Class,200,0.01,100
200,856,2021-01-13,11:32,1,Pelican Sunstream 100 Kayak,Mexico,2021-01-15,Second Class,200,0.2,100
201,2735,2021-02-18,15:41,1,Pelican Sunstream 100 Kayak,Dominican�Republic,2021-02-23,Second Class,200,0.1,100
202,2735,2021-02-28,18:29,1,Pelican Sunstream 100 Kayak,Dominican�Republic,2021-03-03,Second Class,200,0.12,100
203,11915,2021-09-16,1:44,1,Pelican Sunstream 100 Kayak,France,2021-09-22,Second Class,200,0.15,100
204,13965,2021-09-17,21:11,1,Pelican Sunstream 100 Kayak,Italy,2021-09-19,Second Class,200,0.05,100
205,19331,2022-06-01,1:33,1,Pelican Sunstream 100 Kayak,Germany,2022-06-01,Second Class,200,0.0,100
206,19331,2022-06-14,17:49,1,Pelican Sunstream 100 Kayak,Germany,2022-06-16,Second Class,200,0.01,100
207,27036,2022-09-17,20:40,1,Pelican Sunstream 100 Kayak,Australia,2022-09-23,Second Class,200,0.1,100
208,27535,2022-11-21,0:05,1,Pelican Sunstream 100 Kayak,China,2022-11-26,First Class,200,0.06,100
209,39826,2023-04-09,20:02,1,Pelican Sunstream 100 Kayak,USA,2023-04-13,First Class,200,0.15,100
210,43385,2023-07-07,23:56,1,Pelican Sunstream 100 Kayak,Romania,2023-07-09,Same Day,200,0.06,100
211,51028,2023-08-31,17:01,1,Pelican Sunstream 100 Kayak,Albania,2023-09-05,First Class,200,0.16,100
